message,label,type
ASAP! There is smoke near the school during the night.,Urgent,Fire
immediately! There is spark near the factory during the holiday.,Urgent,Fire
urgent! There is burning near the school during the rush hour.,Urgent,Fire
please respond! There is smoke near the school during the evening.,Urgent,Fire
ASAP! There is burning near the factory during the rush hour.,Urgent,Fire
emergency! There is blaze near the market during the rush hour.,Urgent,Fire
immediately! There is burning near the restaurant during the afternoon.,Urgent,Fire
urgent! There is fire near the gym during the holiday.,Urgent,Fire
urgent! There is burning near the market during the morning.,Urgent,Fire
ASAP! There is fire near the office during the night.,Urgent,Fire
please respond! There is smoke near the apartment during the morning.,Urgent,Fire
help! There is fire near the plaza during the evening.,Urgent,Fire
emergency! There is spark near the apartment during the morning.,Urgent,Fire
immediately! There is burning near the school during the evening.,Urgent,Fire
urgent! There is smoke near the highway during the holiday.,Urgent,Fire
emergency! There is spark near the factory during the morning.,Urgent,Fire
urgent! There is smoke near the factory during the rush hour.,Urgent,Fire
immediately! There is burning near the hospital during the rush hour.,Urgent,Fire
urgent! There is burning near the church during the afternoon.,Urgent,Fire
ASAP! There is spark near the restaurant during the weekend.,Urgent,Fire
immediately! There is blaze near the hospital during the holiday.,Urgent,Fire
immediately! There is spark near the church during the afternoon.,Urgent,Fire
help! There is smoke near the factory during the evening.,Urgent,Fire
please respond! There is flames near the plaza during the afternoon.,Urgent,Fire
help! There is fire near the church during the holiday.,Urgent,Fire
emergency! There is spark near the apartment during the weekend.,Urgent,Fire
urgent! There is spark near the office during the rush hour.,Urgent,Fire
help! There is burning near the mall during the holiday.,Urgent,Fire
immediately! There is spark near the restaurant during the rush hour.,Urgent,Fire
emergency! There is smoke near the factory during the afternoon.,Urgent,Fire
help! There is smoke near the plaza during the night.,Urgent,Fire
please respond! There is spark near the church during the rush hour.,Urgent,Fire
ASAP! There is fire near the restaurant during the holiday.,Urgent,Fire
immediately! There is burning near the gym during the rush hour.,Urgent,Fire
please respond! There is smoke near the restaurant during the night.,Urgent,Fire
urgent! There is flames near the apartment during the weekend.,Urgent,Fire
help! There is flames near the plaza during the afternoon.,Urgent,Fire
emergency! There is flames near the hospital during the rush hour.,Urgent,Fire
urgent! There is flames near the hospital during the rush hour.,Urgent,Fire
ASAP! There is blaze near the church during the rush hour.,Urgent,Fire
urgent! There is blaze near the gym during the weekend.,Urgent,Fire
please respond! There is spark near the mall during the rush hour.,Urgent,Fire
please respond! There is fire near the mall during the afternoon.,Urgent,Fire
ASAP! There is burning near the mall during the rush hour.,Urgent,Fire
please respond! There is blaze near the school during the night.,Urgent,Fire
please respond! There is smoke near the highway during the night.,Urgent,Fire
please respond! There is spark near the highway during the holiday.,Urgent,Fire
please respond! There is fire near the apartment during the evening.,Urgent,Fire
immediately! There is flames near the highway during the evening.,Urgent,Fire
emergency! There is blaze near the restaurant during the rush hour.,Urgent,Fire
urgent! There is smoke near the plaza during the morning.,Urgent,Fire
immediately! There is fire near the school during the morning.,Urgent,Fire
please respond! There is flames near the plaza during the night.,Urgent,Fire
immediately! There is smoke near the gym during the evening.,Urgent,Fire
please respond! There is blaze near the hospital during the evening.,Urgent,Fire
emergency! There is blaze near the gym during the holiday.,Urgent,Fire
help! There is fire near the plaza during the weekend.,Urgent,Fire
ASAP! There is burning near the plaza during the holiday.,Urgent,Fire
help! There is fire near the apartment during the holiday.,Urgent,Fire
emergency! There is flames near the office during the afternoon.,Urgent,Fire
urgent! There is burning near the restaurant during the weekend.,Urgent,Fire
help! There is flames near the apartment during the afternoon.,Urgent,Fire
urgent! There is fire near the factory during the afternoon.,Urgent,Fire
please respond! There is spark near the market during the morning.,Urgent,Fire
ASAP! There is smoke near the restaurant during the night.,Urgent,Fire
please respond! There is blaze near the gym during the evening.,Urgent,Fire
please respond! There is burning near the plaza during the evening.,Urgent,Fire
urgent! There is fire near the apartment during the weekend.,Urgent,Fire
immediately! There is spark near the plaza during the night.,Urgent,Fire
emergency! There is burning near the market during the afternoon.,Urgent,Fire
immediately! There is flames near the hospital during the morning.,Urgent,Fire
urgent! There is smoke near the plaza during the rush hour.,Urgent,Fire
immediately! There is flames near the hospital during the rush hour.,Urgent,Fire
help! There is spark near the restaurant during the evening.,Urgent,Fire
please respond! There is fire near the restaurant during the evening.,Urgent,Fire
emergency! There is smoke near the apartment during the weekend.,Urgent,Fire
urgent! There is fire near the school during the night.,Urgent,Fire
ASAP! There is spark near the market during the weekend.,Urgent,Fire
urgent! There is flames near the school during the night.,Urgent,Fire
help! There is blaze near the plaza during the rush hour.,Urgent,Fire
help! There is spark near the factory during the rush hour.,Urgent,Fire
emergency! There is smoke near the mall during the afternoon.,Urgent,Fire
ASAP! There is burning near the school during the holiday.,Urgent,Fire
urgent! There is burning near the plaza during the rush hour.,Urgent,Fire
urgent! There is fire near the gym during the evening.,Urgent,Fire
urgent! There is spark near the plaza during the weekend.,Urgent,Fire
immediately! There is burning near the apartment during the weekend.,Urgent,Fire
emergency! There is spark near the church during the evening.,Urgent,Fire
immediately! There is smoke near the factory during the night.,Urgent,Fire
ASAP! There is burning near the hospital during the evening.,Urgent,Fire
emergency! There is flames near the restaurant during the night.,Urgent,Fire
immediately! There is burning near the gym during the afternoon.,Urgent,Fire
ASAP! There is blaze near the restaurant during the rush hour.,Urgent,Fire
help! There is spark near the factory during the night.,Urgent,Fire
help! There is flames near the apartment during the night.,Urgent,Fire
emergency! There is smoke near the office during the rush hour.,Urgent,Fire
urgent! There is burning near the school during the afternoon.,Urgent,Fire
urgent! There is smoke near the restaurant during the morning.,Urgent,Fire
help! There is blaze near the highway during the holiday.,Urgent,Fire
emergency! There is burning near the highway during the rush hour.,Urgent,Fire
urgent! There is spark near the school during the holiday.,Urgent,Fire
please respond! There is flames near the gym during the holiday.,Urgent,Fire
emergency! There is blaze near the plaza during the evening.,Urgent,Fire
emergency! There is burning near the office during the night.,Urgent,Fire
emergency! There is burning near the mall during the holiday.,Urgent,Fire
immediately! There is fire near the gym during the evening.,Urgent,Fire
immediately! There is smoke near the church during the evening.,Urgent,Fire
please respond! There is fire near the school during the holiday.,Urgent,Fire
urgent! There is spark near the church during the weekend.,Urgent,Fire
urgent! There is smoke near the gym during the evening.,Urgent,Fire
emergency! There is burning near the factory during the rush hour.,Urgent,Fire
emergency! There is flames near the plaza during the morning.,Urgent,Fire
immediately! There is fire near the market during the morning.,Urgent,Fire
emergency! There is spark near the highway during the night.,Urgent,Fire
please respond! There is smoke near the office during the night.,Urgent,Fire
help! There is flames near the highway during the weekend.,Urgent,Fire
help! There is burning near the restaurant during the night.,Urgent,Fire
please respond! There is flames near the school during the weekend.,Urgent,Fire
urgent! There is burning near the gym during the weekend.,Urgent,Fire
urgent! There is blaze near the mall during the afternoon.,Urgent,Fire
help! There is burning near the restaurant during the weekend.,Urgent,Fire
help! There is flames near the plaza during the weekend.,Urgent,Fire
please respond! There is smoke near the restaurant during the evening.,Urgent,Fire
ASAP! There is flames near the plaza during the morning.,Urgent,Fire
immediately! There is smoke near the market during the afternoon.,Urgent,Fire
immediately! There is smoke near the restaurant during the evening.,Urgent,Fire
please respond! There is flames near the market during the holiday.,Urgent,Fire
help! There is blaze near the hospital during the evening.,Urgent,Fire
please respond! There is smoke near the office during the morning.,Urgent,Fire
immediately! There is fire near the apartment during the holiday.,Urgent,Fire
emergency! There is blaze near the apartment during the morning.,Urgent,Fire
immediately! There is burning near the hospital during the morning.,Urgent,Fire
emergency! There is fire near the highway during the afternoon.,Urgent,Fire
emergency! There is fire near the restaurant during the holiday.,Urgent,Fire
immediately! There is flames near the restaurant during the morning.,Urgent,Fire
help! There is fire near the gym during the evening.,Urgent,Fire
please respond! There is burning near the school during the weekend.,Urgent,Fire
immediately! There is burning near the market during the rush hour.,Urgent,Fire
please respond! There is spark near the highway during the night.,Urgent,Fire
urgent! There is smoke near the highway during the weekend.,Urgent,Fire
please respond! There is burning near the hospital during the weekend.,Urgent,Fire
immediately! There is blaze near the office during the evening.,Urgent,Fire
please respond! There is fire near the apartment during the weekend.,Urgent,Fire
immediately! There is blaze near the factory during the rush hour.,Urgent,Fire
emergency! There is blaze near the gym during the weekend.,Urgent,Fire
please respond! There is flames near the church during the weekend.,Urgent,Fire
please respond! There is blaze near the school during the rush hour.,Urgent,Fire
ASAP! There is smoke near the plaza during the evening.,Urgent,Fire
please respond! There is flames near the factory during the rush hour.,Urgent,Fire
emergency! There is fire near the plaza during the rush hour.,Urgent,Fire
help! There is fire near the mall during the rush hour.,Urgent,Fire
emergency! There is smoke near the office during the holiday.,Urgent,Fire
urgent! There is spark near the market during the holiday.,Urgent,Fire
emergency! There is burning near the school during the evening.,Urgent,Fire
emergency! There is smoke near the factory during the evening.,Urgent,Fire
ASAP! There is flames near the market during the morning.,Urgent,Fire
immediately! There is flames near the hospital during the evening.,Urgent,Fire
ASAP! There is smoke near the school during the afternoon.,Urgent,Fire
immediately! There is fire near the restaurant during the night.,Urgent,Fire
urgent! There is spark near the apartment during the rush hour.,Urgent,Fire
urgent! There is spark near the office during the holiday.,Urgent,Fire
emergency! There is spark near the plaza during the holiday.,Urgent,Fire
help! There is fire near the plaza during the afternoon.,Urgent,Fire
ASAP! There is flames near the apartment during the evening.,Urgent,Fire
urgent! There is spark near the restaurant during the weekend.,Urgent,Fire
help! There is spark near the apartment during the afternoon.,Urgent,Fire
ASAP! There is flames near the school during the holiday.,Urgent,Fire
urgent! There is spark near the market during the afternoon.,Urgent,Fire
immediately! There is burning near the mall during the afternoon.,Urgent,Fire
help! There is burning near the plaza during the holiday.,Urgent,Fire
ASAP! There is burning near the school during the weekend.,Urgent,Fire
please respond! There is blaze near the hospital during the afternoon.,Urgent,Fire
ASAP! There is blaze near the mall during the evening.,Urgent,Fire
emergency! There is smoke near the market during the afternoon.,Urgent,Fire
Residents complain about drilling around the factory in the holiday.,Non-Urgent,Noise
Residents complain about loud music around the apartment in the holiday.,Non-Urgent,Noise
Residents complain about shouting around the plaza in the night.,Non-Urgent,Noise
Residents complain about drilling around the factory in the afternoon.,Non-Urgent,Noise
Residents complain about drilling around the highway in the afternoon.,Non-Urgent,Noise
Residents complain about party around the apartment in the night.,Non-Urgent,Noise
Residents complain about construction around the highway in the rush hour.,Non-Urgent,Noise
Residents complain about loud music around the market in the afternoon.,Non-Urgent,Noise
Residents complain about shouting around the gym in the weekend.,Non-Urgent,Noise
Residents complain about shouting around the hospital in the night.,Non-Urgent,Noise
Residents complain about shouting around the church in the morning.,Non-Urgent,Noise
Residents complain about drilling around the apartment in the morning.,Non-Urgent,Noise
Residents complain about party around the church in the holiday.,Non-Urgent,Noise
Residents complain about party around the hospital in the rush hour.,Non-Urgent,Noise
Residents complain about party around the apartment in the morning.,Non-Urgent,Noise
Residents complain about drilling around the hospital in the rush hour.,Non-Urgent,Noise
Residents complain about shouting around the church in the evening.,Non-Urgent,Noise
Residents complain about loud music around the church in the morning.,Non-Urgent,Noise
Residents complain about shouting around the plaza in the weekend.,Non-Urgent,Noise
Residents complain about construction around the office in the afternoon.,Non-Urgent,Noise
Residents complain about drilling around the market in the holiday.,Non-Urgent,Noise
Residents complain about shouting around the factory in the weekend.,Non-Urgent,Noise
Residents complain about party around the gym in the night.,Non-Urgent,Noise
Residents complain about construction around the apartment in the weekend.,Non-Urgent,Noise
Residents complain about barking dogs around the factory in the evening.,Non-Urgent,Noise
Residents complain about loud music around the apartment in the rush hour.,Non-Urgent,Noise
Residents complain about construction around the hospital in the morning.,Non-Urgent,Noise
Residents complain about party around the market in the afternoon.,Non-Urgent,Noise
Residents complain about barking dogs around the apartment in the holiday.,Non-Urgent,Noise
Residents complain about drilling around the factory in the weekend.,Non-Urgent,Noise
Residents complain about party around the factory in the night.,Non-Urgent,Noise
Residents complain about barking dogs around the factory in the night.,Non-Urgent,Noise
Residents complain about barking dogs around the market in the rush hour.,Non-Urgent,Noise
Residents complain about shouting around the office in the afternoon.,Non-Urgent,Noise
Residents complain about loud music around the hospital in the night.,Non-Urgent,Noise
Residents complain about shouting around the restaurant in the holiday.,Non-Urgent,Noise
Residents complain about shouting around the mall in the rush hour.,Non-Urgent,Noise
Residents complain about loud music around the market in the rush hour.,Non-Urgent,Noise
Residents complain about construction around the office in the weekend.,Non-Urgent,Noise
Residents complain about loud music around the factory in the afternoon.,Non-Urgent,Noise
Residents complain about construction around the restaurant in the weekend.,Non-Urgent,Noise
Residents complain about drilling around the highway in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the mall in the evening.,Non-Urgent,Noise
Residents complain about loud music around the gym in the night.,Non-Urgent,Noise
Residents complain about construction around the office in the rush hour.,Non-Urgent,Noise
Residents complain about party around the mall in the afternoon.,Non-Urgent,Noise
Residents complain about drilling around the church in the night.,Non-Urgent,Noise
Residents complain about shouting around the market in the afternoon.,Non-Urgent,Noise
Residents complain about party around the mall in the morning.,Non-Urgent,Noise
Residents complain about drilling around the office in the afternoon.,Non-Urgent,Noise
Residents complain about drilling around the school in the holiday.,Non-Urgent,Noise
Residents complain about party around the mall in the holiday.,Non-Urgent,Noise
Residents complain about drilling around the office in the weekend.,Non-Urgent,Noise
Residents complain about loud music around the mall in the evening.,Non-Urgent,Noise
Residents complain about construction around the gym in the afternoon.,Non-Urgent,Noise
Residents complain about barking dogs around the market in the afternoon.,Non-Urgent,Noise
Residents complain about barking dogs around the office in the morning.,Non-Urgent,Noise
Residents complain about barking dogs around the factory in the weekend.,Non-Urgent,Noise
Residents complain about barking dogs around the restaurant in the weekend.,Non-Urgent,Noise
Residents complain about party around the office in the rush hour.,Non-Urgent,Noise
Residents complain about construction around the factory in the night.,Non-Urgent,Noise
Residents complain about loud music around the market in the weekend.,Non-Urgent,Noise
Residents complain about shouting around the highway in the morning.,Non-Urgent,Noise
Residents complain about party around the gym in the evening.,Non-Urgent,Noise
Residents complain about party around the school in the night.,Non-Urgent,Noise
Residents complain about shouting around the market in the holiday.,Non-Urgent,Noise
Residents complain about loud music around the plaza in the evening.,Non-Urgent,Noise
Residents complain about construction around the apartment in the holiday.,Non-Urgent,Noise
Residents complain about construction around the factory in the weekend.,Non-Urgent,Noise
Residents complain about loud music around the highway in the rush hour.,Non-Urgent,Noise
Residents complain about shouting around the mall in the morning.,Non-Urgent,Noise
Residents complain about party around the church in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the hospital in the afternoon.,Non-Urgent,Noise
Residents complain about party around the market in the night.,Non-Urgent,Noise
Residents complain about loud music around the plaza in the night.,Non-Urgent,Noise
Residents complain about loud music around the apartment in the weekend.,Non-Urgent,Noise
Residents complain about shouting around the apartment in the holiday.,Non-Urgent,Noise
Residents complain about shouting around the factory in the evening.,Non-Urgent,Noise
Residents complain about loud music around the mall in the weekend.,Non-Urgent,Noise
Residents complain about construction around the school in the morning.,Non-Urgent,Noise
Residents complain about shouting around the apartment in the afternoon.,Non-Urgent,Noise
Residents complain about party around the restaurant in the rush hour.,Non-Urgent,Noise
Residents complain about barking dogs around the highway in the evening.,Non-Urgent,Noise
Residents complain about loud music around the hospital in the afternoon.,Non-Urgent,Noise
Residents complain about construction around the market in the rush hour.,Non-Urgent,Noise
Residents complain about shouting around the school in the afternoon.,Non-Urgent,Noise
Residents complain about party around the factory in the morning.,Non-Urgent,Noise
Residents complain about barking dogs around the church in the afternoon.,Non-Urgent,Noise
Residents complain about party around the market in the weekend.,Non-Urgent,Noise
Residents complain about construction around the plaza in the weekend.,Non-Urgent,Noise
Residents complain about shouting around the church in the night.,Non-Urgent,Noise
Residents complain about party around the hospital in the weekend.,Non-Urgent,Noise
Residents complain about barking dogs around the plaza in the rush hour.,Non-Urgent,Noise
Residents complain about loud music around the hospital in the morning.,Non-Urgent,Noise
Residents complain about construction around the hospital in the night.,Non-Urgent,Noise
Residents complain about construction around the mall in the evening.,Non-Urgent,Noise
Residents complain about party around the plaza in the night.,Non-Urgent,Noise
Residents complain about party around the office in the evening.,Non-Urgent,Noise
Residents complain about drilling around the church in the afternoon.,Non-Urgent,Noise
Residents complain about loud music around the apartment in the evening.,Non-Urgent,Noise
Residents complain about construction around the apartment in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the office in the weekend.,Non-Urgent,Noise
Residents complain about party around the church in the morning.,Non-Urgent,Noise
Residents complain about loud music around the highway in the weekend.,Non-Urgent,Noise
Residents complain about barking dogs around the plaza in the evening.,Non-Urgent,Noise
Residents complain about construction around the gym in the weekend.,Non-Urgent,Noise
Residents complain about party around the market in the rush hour.,Non-Urgent,Noise
Residents complain about loud music around the gym in the afternoon.,Non-Urgent,Noise
Residents complain about drilling around the office in the holiday.,Non-Urgent,Noise
Residents complain about drilling around the plaza in the afternoon.,Non-Urgent,Noise
Residents complain about loud music around the church in the rush hour.,Non-Urgent,Noise
Residents complain about loud music around the school in the morning.,Non-Urgent,Noise
Residents complain about shouting around the gym in the night.,Non-Urgent,Noise
Residents complain about barking dogs around the restaurant in the morning.,Non-Urgent,Noise
Residents complain about shouting around the church in the rush hour.,Non-Urgent,Noise
Residents complain about party around the factory in the holiday.,Non-Urgent,Noise
Residents complain about loud music around the restaurant in the rush hour.,Non-Urgent,Noise
Residents complain about loud music around the mall in the night.,Non-Urgent,Noise
Residents complain about barking dogs around the market in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the highway in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the apartment in the night.,Non-Urgent,Noise
Residents complain about loud music around the church in the night.,Non-Urgent,Noise
Residents complain about barking dogs around the apartment in the evening.,Non-Urgent,Noise
Residents complain about shouting around the highway in the evening.,Non-Urgent,Noise
Residents complain about drilling around the apartment in the weekend.,Non-Urgent,Noise
Residents complain about construction around the school in the evening.,Non-Urgent,Noise
Residents complain about drilling around the school in the morning.,Non-Urgent,Noise
Residents complain about construction around the apartment in the morning.,Non-Urgent,Noise
Residents complain about shouting around the hospital in the morning.,Non-Urgent,Noise
Residents complain about construction around the office in the holiday.,Non-Urgent,Noise
Residents complain about construction around the apartment in the night.,Non-Urgent,Noise
Residents complain about drilling around the gym in the rush hour.,Non-Urgent,Noise
Residents complain about shouting around the factory in the holiday.,Non-Urgent,Noise
Residents complain about barking dogs around the church in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the restaurant in the afternoon.,Non-Urgent,Noise
Residents complain about shouting around the highway in the night.,Non-Urgent,Noise
Residents complain about loud music around the mall in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the apartment in the rush hour.,Non-Urgent,Noise
Residents complain about construction around the school in the weekend.,Non-Urgent,Noise
Residents complain about loud music around the school in the weekend.,Non-Urgent,Noise
Residents complain about loud music around the office in the rush hour.,Non-Urgent,Noise
Residents complain about barking dogs around the office in the night.,Non-Urgent,Noise
Residents complain about construction around the factory in the holiday.,Non-Urgent,Noise
Residents complain about drilling around the hospital in the morning.,Non-Urgent,Noise
Residents complain about drilling around the school in the weekend.,Non-Urgent,Noise
Residents complain about loud music around the hospital in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the school in the evening.,Non-Urgent,Noise
Residents complain about shouting around the hospital in the holiday.,Non-Urgent,Noise
Residents complain about party around the gym in the morning.,Non-Urgent,Noise
Residents complain about drilling around the gym in the holiday.,Non-Urgent,Noise
Residents complain about loud music around the school in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the office in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the plaza in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the restaurant in the rush hour.,Non-Urgent,Noise
Residents complain about construction around the church in the weekend.,Non-Urgent,Noise
Residents complain about shouting around the mall in the night.,Non-Urgent,Noise
Residents complain about party around the highway in the night.,Non-Urgent,Noise
Residents complain about shouting around the church in the holiday.,Non-Urgent,Noise
Residents complain about party around the church in the weekend.,Non-Urgent,Noise
Residents complain about loud music around the plaza in the weekend.,Non-Urgent,Noise
Residents complain about party around the hospital in the morning.,Non-Urgent,Noise
Residents complain about drilling around the restaurant in the holiday.,Non-Urgent,Noise
Residents complain about barking dogs around the hospital in the rush hour.,Non-Urgent,Noise
Residents complain about barking dogs around the gym in the holiday.,Non-Urgent,Noise
Residents complain about drilling around the plaza in the evening.,Non-Urgent,Noise
Residents complain about drilling around the market in the rush hour.,Non-Urgent,Noise
Residents complain about shouting around the school in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the church in the holiday.,Non-Urgent,Noise
Residents complain about construction around the market in the morning.,Non-Urgent,Noise
Residents complain about drilling around the highway in the evening.,Non-Urgent,Noise
Residents complain about construction around the highway in the morning.,Non-Urgent,Noise
Residents complain about drilling around the mall in the afternoon.,Non-Urgent,Noise
Residents complain about construction around the market in the night.,Non-Urgent,Noise
Residents complain about party around the market in the evening.,Non-Urgent,Noise
Residents complain about construction around the office in the night.,Non-Urgent,Noise
Residents complain about drilling around the gym in the afternoon.,Non-Urgent,Noise
Residents complain about party around the apartment in the rush hour.,Non-Urgent,Noise
Residents complain about construction around the plaza in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the hospital in the night.,Non-Urgent,Noise
Residents complain about loud music around the church in the weekend.,Non-Urgent,Noise
Residents complain about construction around the mall in the weekend.,Non-Urgent,Noise
Residents complain about barking dogs around the office in the evening.,Non-Urgent,Noise
Residents complain about construction around the mall in the rush hour.,Non-Urgent,Noise
Residents complain about barking dogs around the school in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the plaza in the night.,Non-Urgent,Noise
Residents complain about barking dogs around the gym in the afternoon.,Non-Urgent,Noise
Residents complain about shouting around the plaza in the afternoon.,Non-Urgent,Noise
Residents complain about drilling around the market in the weekend.,Non-Urgent,Noise
Residents complain about construction around the plaza in the rush hour.,Non-Urgent,Noise
Residents complain about party around the mall in the evening.,Non-Urgent,Noise
Residents complain about loud music around the hospital in the rush hour.,Non-Urgent,Noise
Residents complain about shouting around the factory in the morning.,Non-Urgent,Noise
Residents complain about drilling around the church in the rush hour.,Non-Urgent,Noise
Residents complain about party around the highway in the afternoon.,Non-Urgent,Noise
Residents complain about loud music around the restaurant in the night.,Non-Urgent,Noise
Residents complain about construction around the mall in the afternoon.,Non-Urgent,Noise
Residents complain about shouting around the hospital in the evening.,Non-Urgent,Noise
Residents complain about party around the school in the holiday.,Non-Urgent,Noise
Residents complain about construction around the church in the afternoon.,Non-Urgent,Noise
Residents complain about shouting around the mall in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the apartment in the weekend.,Non-Urgent,Noise
Residents complain about loud music around the plaza in the afternoon.,Non-Urgent,Noise
Residents complain about party around the office in the holiday.,Non-Urgent,Noise
Residents complain about loud music around the apartment in the morning.,Non-Urgent,Noise
Residents complain about party around the market in the morning.,Non-Urgent,Noise
Residents complain about construction around the highway in the night.,Non-Urgent,Noise
Residents complain about shouting around the market in the rush hour.,Non-Urgent,Noise
Residents complain about loud music around the highway in the morning.,Non-Urgent,Noise
Residents complain about construction around the church in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the school in the afternoon.,Non-Urgent,Noise
Residents complain about shouting around the market in the morning.,Non-Urgent,Noise
Residents complain about shouting around the highway in the rush hour.,Non-Urgent,Noise
Residents complain about loud music around the restaurant in the holiday.,Non-Urgent,Noise
Residents complain about construction around the factory in the morning.,Non-Urgent,Noise
Residents complain about loud music around the market in the evening.,Non-Urgent,Noise
Residents complain about shouting around the apartment in the weekend.,Non-Urgent,Noise
Residents complain about construction around the plaza in the morning.,Non-Urgent,Noise
Residents complain about construction around the mall in the morning.,Non-Urgent,Noise
Residents complain about party around the market in the holiday.,Non-Urgent,Noise
Residents complain about construction around the apartment in the afternoon.,Non-Urgent,Noise
Residents complain about barking dogs around the highway in the afternoon.,Non-Urgent,Noise
Residents complain about drilling around the mall in the rush hour.,Non-Urgent,Noise
Residents complain about party around the church in the evening.,Non-Urgent,Noise
Residents complain about party around the factory in the evening.,Non-Urgent,Noise
Residents complain about construction around the market in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the office in the afternoon.,Non-Urgent,Noise
Residents complain about barking dogs around the highway in the morning.,Non-Urgent,Noise
Residents complain about loud music around the church in the afternoon.,Non-Urgent,Noise
Residents complain about shouting around the mall in the weekend.,Non-Urgent,Noise
Residents complain about barking dogs around the mall in the night.,Non-Urgent,Noise
Residents complain about drilling around the mall in the night.,Non-Urgent,Noise
Residents complain about construction around the hospital in the holiday.,Non-Urgent,Noise
Residents complain about drilling around the school in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the church in the evening.,Non-Urgent,Noise
Residents complain about loud music around the gym in the rush hour.,Non-Urgent,Noise
Residents complain about party around the office in the morning.,Non-Urgent,Noise
Residents complain about drilling around the mall in the holiday.,Non-Urgent,Noise
Residents complain about shouting around the restaurant in the evening.,Non-Urgent,Noise
Residents complain about drilling around the apartment in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the hospital in the afternoon.,Non-Urgent,Noise
Residents complain about construction around the hospital in the rush hour.,Non-Urgent,Noise
Residents complain about party around the mall in the weekend.,Non-Urgent,Noise
Residents complain about shouting around the school in the holiday.,Non-Urgent,Noise
Residents complain about loud music around the restaurant in the morning.,Non-Urgent,Noise
Residents complain about loud music around the office in the weekend.,Non-Urgent,Noise
Residents complain about shouting around the restaurant in the night.,Non-Urgent,Noise
Residents complain about party around the restaurant in the night.,Non-Urgent,Noise
Residents complain about drilling around the church in the holiday.,Non-Urgent,Noise
Residents complain about shouting around the highway in the afternoon.,Non-Urgent,Noise
Residents complain about construction around the gym in the night.,Non-Urgent,Noise
Residents complain about shouting around the school in the weekend.,Non-Urgent,Noise
Residents complain about loud music around the gym in the evening.,Non-Urgent,Noise
Residents complain about shouting around the office in the evening.,Non-Urgent,Noise
Residents complain about party around the plaza in the rush hour.,Non-Urgent,Noise
Residents complain about construction around the office in the morning.,Non-Urgent,Noise
Residents complain about drilling around the factory in the rush hour.,Non-Urgent,Noise
Residents complain about drilling around the gym in the evening.,Non-Urgent,Noise
Residents complain about barking dogs around the plaza in the afternoon.,Non-Urgent,Noise
Residents complain about loud music around the gym in the weekend.,Non-Urgent,Noise
Residents complain about drilling around the office in the evening.,Non-Urgent,Noise
Residents complain about shouting around the school in the night.,Non-Urgent,Noise
Residents complain about party around the plaza in the holiday.,Non-Urgent,Noise
Residents complain about party around the hospital in the afternoon.,Non-Urgent,Noise
Residents complain about party around the plaza in the evening.,Non-Urgent,Noise
Residents complain about party around the plaza in the morning.,Non-Urgent,Noise
Residents complain about shouting around the school in the morning.,Non-Urgent,Noise
Residents complain about shouting around the office in the holiday.,Non-Urgent,Noise
Residents complain about drilling around the office in the morning.,Non-Urgent,Noise
Residents complain about barking dogs around the hospital in the weekend.,Non-Urgent,Noise
Residents complain about party around the church in the night.,Non-Urgent,Noise
Residents complain about drilling around the highway in the holiday.,Non-Urgent,Noise
Residents complain about loud music around the office in the afternoon.,Non-Urgent,Noise
Residents complain about shouting around the gym in the holiday.,Non-Urgent,Noise
Residents complain about construction around the restaurant in the afternoon.,Non-Urgent,Noise
Residents complain about barking dogs around the school in the weekend.,Non-Urgent,Noise
Residents complain about barking dogs around the factory in the afternoon.,Non-Urgent,Noise
Residents complain about party around the mall in the night.,Non-Urgent,Noise
Residents complain about barking dogs around the apartment in the rush hour.,Non-Urgent,Noise
Residents complain about shouting around the hospital in the afternoon.,Non-Urgent,Noise
Residents complain about barking dogs around the apartment in the afternoon.,Non-Urgent,Noise
Residents complain about construction around the market in the weekend.,Non-Urgent,Noise
Residents complain about barking dogs around the mall in the morning.,Non-Urgent,Noise
Residents complain about construction around the market in the afternoon.,Non-Urgent,Noise
Residents complain about drilling around the restaurant in the morning.,Non-Urgent,Noise
Residents complain about barking dogs around the mall in the evening.,Non-Urgent,Noise
Residents complain about loud music around the church in the holiday.,Non-Urgent,Noise
Residents complain about construction around the church in the evening.,Non-Urgent,Noise
Residents complain about party around the mall in the rush hour.,Non-Urgent,Noise
