message,label,type
Sira ang drainage sa gilid ng daan,non-urgent,infrastructure
May sugatang tao sa park po,urgent,medical emergency
Smoke seen from the warehouse,urgent,fire emergency
May nahimatay sa kalsada,urgent,medical emergency
Basura nakakalat sa kanto please,non-urgent,waste
Nagsisigawan sa kanto kaagad,non-urgent,noise
Streetlight not working urgently,non-urgent,infrastructure
Fight reported at the gym,urgent,fights
Basura nakakalat sa kanto,non-urgent,waste
Garbage not collected for days,non-urgent,waste
Basura nakakalat sa kanto naman,non-urgent,waste
People fighting outside store,urgent,fights
Two men fighting near school agad,urgent,fights
Smoke seen from the warehouse.,urgent,fire emergency
Injury accident at intersection!,urgent,medical emergency
Maingay ang kapitbahay kaagad,non-urgent,noise
Need ambulance urgently!,urgent,medical emergency
Broken road near bridge naman,non-urgent,infrastructure
Ambulance required at city hall po,urgent,medical emergency
Loud vehicles passing midnight,non-urgent,noise
Nasusunog ang bahay sa barangay agad,urgent,fire emergency
Injury accident at intersection,urgent,medical emergency
Karaoke noise disturbing residents naman,non-urgent,noise
Littering near playground!,non-urgent,waste
Need ambulance urgently,urgent,medical emergency
Nawalan ng malay sa school,urgent,medical emergency
Too much noise from karaoke,non-urgent,noise
Overflowing trash bins,non-urgent,waste
Malaking usok sa likod ng simbahan,urgent,fire emergency
Bar fight ongoing agad,urgent,fights
Cracked sidewalk near park,non-urgent,infrastructure
Maingay na motor sa kalsada,non-urgent,noise
May nahimatay sa kalsada,urgent,medical emergency
Overflowing trash bins po,non-urgent,waste
Bridge railing damaged,non-urgent,infrastructure
Road full of potholes kaagad,non-urgent,infrastructure
Loud music at night urgently,non-urgent,noise
"Car accident, please send help po",urgent,medical emergency
Overflowing trash bins!,non-urgent,waste
Flames visible near gasoline station,urgent,fire emergency
Maingay na motor sa kalsada now,non-urgent,noise
Bar fight ongoing,urgent,fights
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Streetlight not working agad,non-urgent,infrastructure
Basura sa harap ng bahay,non-urgent,waste
Karaoke noise disturbing residents,non-urgent,noise
Maingay na motor sa kalsada naman,non-urgent,noise
Smoke seen from the warehouse now,urgent,fire emergency
Basura nakakalat sa kanto po,non-urgent,waste
Loud music at night urgently,non-urgent,noise
May party na sobrang ingay.,non-urgent,noise
May sugatang tao sa park,urgent,medical emergency
Burning smell in the neighborhood,urgent,fire emergency
May party na sobrang ingay agad,non-urgent,noise
May gulo sa barangay hall please,urgent,fights
Broken road near bridge,non-urgent,infrastructure
Sumisigaw ng tulong sa kanto urgently,urgent,medical emergency
May nagsusuntukan sa kanto!,urgent,fights
Maingay na motor sa kalsada,non-urgent,noise
Sira ang drainage sa gilid ng daan,non-urgent,infrastructure
Nawalan ng malay sa school pls,urgent,medical emergency
Person bleeding heavily,urgent,medical emergency
Road full of potholes.,non-urgent,infrastructure
Fire at apartment building now,urgent,fire emergency
Nagsisigawan sa kanto,non-urgent,noise
Sira ang drainage sa gilid ng daan naman,non-urgent,infrastructure
Overflowing trash bins,non-urgent,waste
Maingay na motor sa kalsada urgently,non-urgent,noise
Road full of potholes,non-urgent,infrastructure
Broken road near bridge please,non-urgent,infrastructure
Loud music at night!,non-urgent,noise
Too much noise from karaoke,non-urgent,noise
"Car accident, please send help please",urgent,medical emergency
Flames visible near gasoline station agad,urgent,fire emergency
May gulo sa barangay hall,urgent,fights
Injury accident at intersection agad,urgent,medical emergency
May gulo sa barangay hall urgently,urgent,fights
Malaking usok sa likod ng simbahan urgently,urgent,fire emergency
Maingay na motor sa kalsada,non-urgent,noise
Violent altercation on street.,urgent,fights
Two men fighting near school,urgent,fights
Bad smell from uncollected garbage pls,non-urgent,waste
May sirang poste sa labas ng barangay kaagad,non-urgent,infrastructure
Smoke seen from the warehouse,urgent,fire emergency
Overflowing trash bins!,non-urgent,waste
Hindi pa kinukuha ang basura,non-urgent,waste
Road full of potholes,non-urgent,infrastructure
Two men fighting near school!,urgent,fights
Fire alarm activated at office,urgent,fire emergency
May gulo sa barangay hall urgently,urgent,fights
Maruming paligid sa barangay pls,non-urgent,waste
May nagsusuntukan sa kanto agad,urgent,fights
Bar fight ongoing urgently,urgent,fights
May sunog sa tindahan now,urgent,fire emergency
Bridge railing damaged,non-urgent,infrastructure
Smoke seen from the warehouse,urgent,fire emergency
Karaoke noise disturbing residents,non-urgent,noise
Maingay na motor sa kalsada pls,non-urgent,noise
May sirang poste sa labas ng barangay pls,non-urgent,infrastructure
People fighting outside store,urgent,fights
Smoke seen from the warehouse agad,urgent,fire emergency
Nasusunog ang bahay sa barangay,urgent,fire emergency
Maingay ang kapitbahay,non-urgent,noise
May sunog sa tindahan,urgent,fire emergency
Bar fight ongoing,urgent,fights
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Violent altercation on street,urgent,fights
Group of men arguing loudly,urgent,fights
Two men fighting near school agad,urgent,fights
May party na sobrang ingay now,non-urgent,noise
Barking dogs all night now,non-urgent,noise
Trash scattered after fiesta pls,non-urgent,waste
Uncollected waste near market now,non-urgent,waste
Streetlight not working,non-urgent,infrastructure
May party na sobrang ingay agad,non-urgent,noise
Loud vehicles passing midnight,non-urgent,noise
Uncollected waste near market pls,non-urgent,waste
Streetlight not working,non-urgent,infrastructure
Hindi pa kinukuha ang basura,non-urgent,waste
Maruming paligid sa barangay pls,non-urgent,waste
Cracked sidewalk near park,non-urgent,infrastructure
May rambol sa eskinita agad,urgent,fights
May sugatang tao sa park,urgent,medical emergency
Road full of potholes,non-urgent,infrastructure
People fighting outside store.,urgent,fights
Sira ang drainage sa gilid ng daan!,non-urgent,infrastructure
Fire alarm activated at office,urgent,fire emergency
Nagsisigawan sa kanto please,non-urgent,noise
May nahimatay sa kalsada,urgent,medical emergency
"Car accident, please send help urgently",urgent,medical emergency
Sira ang drainage sa gilid ng daan!,non-urgent,infrastructure
Bar fight ongoing naman,urgent,fights
Basura nakakalat sa kanto urgently,non-urgent,waste
Violent altercation on street,urgent,fights
Broken road near bridge,non-urgent,infrastructure
Fire at apartment building now,urgent,fire emergency
Maruming paligid sa barangay naman,non-urgent,waste
Sumisigaw ng tulong sa kanto pls,urgent,medical emergency
May apoy sa gilid ng kalsada!,urgent,fire emergency
Group of men arguing loudly pls,urgent,fights
Two men fighting near school kaagad,urgent,fights
Two men fighting near school now,urgent,fights
Overflowing trash bins urgently,non-urgent,waste
May apoy sa gilid ng kalsada,urgent,fire emergency
Barking dogs all night please,non-urgent,noise
Barking dogs all night please,non-urgent,noise
Loud music at night.,non-urgent,noise
"Sunog sa palengke, please respond",urgent,fire emergency
Injury accident at intersection kaagad,urgent,medical emergency
Road full of potholes,non-urgent,infrastructure
Sumisigaw ng tulong sa kanto!,urgent,medical emergency
Two men fighting near school,urgent,fights
Need ambulance urgently,urgent,medical emergency
Ambulance required at city hall urgently,urgent,medical emergency
Fallen signboard on road please,non-urgent,infrastructure
People fighting outside store,urgent,fights
Loud construction early morning po,non-urgent,noise
Uncollected waste near market po,non-urgent,waste
Bridge railing damaged,non-urgent,infrastructure
Fallen signboard on road now,non-urgent,infrastructure
Streetlight not working.,non-urgent,infrastructure
Karaoke noise disturbing residents please,non-urgent,noise
Fallen signboard on road please,non-urgent,infrastructure
May apoy sa gilid ng kalsada,urgent,fire emergency
May sunog sa tindahan agad,urgent,fire emergency
Karaoke noise disturbing residents naman,non-urgent,noise
Loud construction early morning,non-urgent,noise
Injury accident at intersection,urgent,medical emergency
May butas sa kalsada,non-urgent,infrastructure
Injury accident at intersection,urgent,medical emergency
Streetlight not working.,non-urgent,infrastructure
Loud vehicles passing midnight agad,non-urgent,noise
Basura sa harap ng bahay,non-urgent,waste
May nagsusuntukan sa kanto,urgent,fights
Injury accident at intersection please,urgent,medical emergency
Loud construction early morning now,non-urgent,noise
Bridge railing damaged,non-urgent,infrastructure
Road full of potholes!,non-urgent,infrastructure
May party na sobrang ingay,non-urgent,noise
Fight reported at the gym pls,urgent,fights
Nasusunog ang bahay sa barangay now,urgent,fire emergency
Nagsasagutan at nag-aaway sa plaza pls,urgent,fights
Broken road near bridge,non-urgent,infrastructure
May rambol sa eskinita,urgent,fights
"Sunog sa palengke, please respond agad",urgent,fire emergency
Bar fight ongoing,urgent,fights
"Sunog sa palengke, please respond",urgent,fire emergency
Ambulance required at city hall agad,urgent,medical emergency
May rambol sa eskinita pls,urgent,fights
Maruming paligid sa barangay,non-urgent,waste
Uncollected waste near market,non-urgent,waste
Broken road near bridge urgently,non-urgent,infrastructure
Nagsisigawan sa kanto,non-urgent,noise
Barking dogs all night please,non-urgent,noise
Littering near playground agad,non-urgent,waste
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Sira ang drainage sa gilid ng daan now,non-urgent,infrastructure
Sira ang drainage sa gilid ng daan,non-urgent,infrastructure
May nahimatay sa kalsada,urgent,medical emergency
May party na sobrang ingay po,non-urgent,noise
Fire alarm activated at office,urgent,fire emergency
May sirang poste sa labas ng barangay,non-urgent,infrastructure
Sira ang drainage sa gilid ng daan urgently,non-urgent,infrastructure
Fight reported at the gym urgently,urgent,fights
May gulo sa barangay hall,urgent,fights
Two men fighting near school naman,urgent,fights
Loud construction early morning now,non-urgent,noise
Karaoke noise disturbing residents po,non-urgent,noise
Maingay na motor sa kalsada please,non-urgent,noise
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Uncollected waste near market,non-urgent,waste
Uncollected waste near market agad,non-urgent,waste
May gulo sa barangay hall naman,urgent,fights
Maingay na motor sa kalsada,non-urgent,noise
Two men fighting near school.,urgent,fights
May gulo sa barangay hall urgently,urgent,fights
Smoke seen from the warehouse urgently,urgent,fire emergency
May sugatang tao sa park,urgent,medical emergency
Injury accident at intersection agad,urgent,medical emergency
Uncollected waste near market kaagad,non-urgent,waste
"Sunog sa palengke, please respond pls",urgent,fire emergency
Burning smell in the neighborhood po,urgent,fire emergency
Nawalan ng malay sa school,urgent,medical emergency
Bar fight ongoing pls,urgent,fights
Basura sa harap ng bahay,non-urgent,waste
Loud music at night,non-urgent,noise
Barking dogs all night please,non-urgent,noise
Too much noise from karaoke,non-urgent,noise
Fire alarm activated at office naman,urgent,fire emergency
Injury accident at intersection please,urgent,medical emergency
Fallen signboard on road now,non-urgent,infrastructure
May gulo sa barangay hall po,urgent,fights
Karaoke noise disturbing residents now,non-urgent,noise
Overflowing trash bins,non-urgent,waste
Heart attack alert po,urgent,medical emergency
Fallen signboard on road now,non-urgent,infrastructure
Person bleeding heavily kaagad,urgent,medical emergency
Maingay ang kapitbahay,non-urgent,noise
Nasusunog ang bahay sa barangay now,urgent,fire emergency
Basura sa harap ng bahay,non-urgent,waste
Loud construction early morning,non-urgent,noise
May nagsusuntukan sa kanto!,urgent,fights
Loud music at night,non-urgent,noise
May nagsusuntukan sa kanto naman,urgent,fights
"Car accident, please send help please",urgent,medical emergency
Violent altercation on street,urgent,fights
Smoke seen from the warehouse,urgent,fire emergency
May party na sobrang ingay po,non-urgent,noise
May sunog sa tindahan,urgent,fire emergency
Bar fight ongoing po,urgent,fights
Basura sa harap ng bahay.,non-urgent,waste
Barking dogs all night.,non-urgent,noise
Nagsasagutan at nag-aaway sa plaza please,urgent,fights
Trash scattered after fiesta pls,non-urgent,waste
May sirang poste sa labas ng barangay po,non-urgent,infrastructure
Fire at apartment building,urgent,fire emergency
Streetlight not working,non-urgent,infrastructure
Group of men arguing loudly naman,urgent,fights
Karaoke noise disturbing residents,non-urgent,noise
May apoy sa gilid ng kalsada pls,urgent,fire emergency
Ambulance required at city hall.,urgent,medical emergency
Nasusunog ang bahay sa barangay please,urgent,fire emergency
Hindi pa kinukuha ang basura,non-urgent,waste
Bar fight ongoing now,urgent,fights
Nasusunog ang bahay sa barangay kaagad,urgent,fire emergency
Hindi pa kinukuha ang basura pls,non-urgent,waste
May sugatang tao sa park,urgent,medical emergency
May rambol sa eskinita,urgent,fights
May party na sobrang ingay,non-urgent,noise
Basura nakakalat sa kanto agad,non-urgent,waste
Bar fight ongoing kaagad,urgent,fights
Flames visible near gasoline station,urgent,fire emergency
Bridge railing damaged pls,non-urgent,infrastructure
May butas sa kalsada,non-urgent,infrastructure
"Car accident, please send help",urgent,medical emergency
May sunog sa tindahan,urgent,fire emergency
May nahimatay sa kalsada,urgent,medical emergency
Lubak-lubak ang daan papuntang palengke po,non-urgent,infrastructure
Road full of potholes!,non-urgent,infrastructure
Loud vehicles passing midnight kaagad,non-urgent,noise
Bad smell from uncollected garbage urgently,non-urgent,waste
Loud vehicles passing midnight urgently,non-urgent,noise
Flames visible near gasoline station,urgent,fire emergency
Overflowing trash bins,non-urgent,waste
Maruming paligid sa barangay,non-urgent,waste
Smoke seen from the warehouse!,urgent,fire emergency
Fight reported at the gym pls,urgent,fights
Maingay na motor sa kalsada,non-urgent,noise
"Car accident, please send help",urgent,medical emergency
May gulo sa barangay hall,urgent,fights
Overflowing trash bins kaagad,non-urgent,waste
May sugatang tao sa park urgently,urgent,medical emergency
Injury accident at intersection,urgent,medical emergency
Basura sa harap ng bahay po,non-urgent,waste
Bar fight ongoing naman,urgent,fights
May sunog sa tindahan please,urgent,fire emergency
May sirang poste sa labas ng barangay,non-urgent,infrastructure
Fight reported at the gym.,urgent,fights
May rambol sa eskinita po,urgent,fights
Bad smell from uncollected garbage naman,non-urgent,waste
People fighting outside store po,urgent,fights
Road full of potholes,non-urgent,infrastructure
May butas sa kalsada,non-urgent,infrastructure
Trash scattered after fiesta kaagad,non-urgent,waste
Bridge railing damaged,non-urgent,infrastructure
Flames visible near gasoline station please,urgent,fire emergency
Nawalan ng malay sa school naman,urgent,medical emergency
"Sunog sa palengke, please respond pls",urgent,fire emergency
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
Fallen signboard on road pls,non-urgent,infrastructure
Basura sa harap ng bahay po,non-urgent,waste
Ambulance required at city hall,urgent,medical emergency
Fire alarm activated at office,urgent,fire emergency
May apoy sa gilid ng kalsada!,urgent,fire emergency
Person bleeding heavily naman,urgent,medical emergency
May gulo sa barangay hall please,urgent,fights
Broken road near bridge kaagad,non-urgent,infrastructure
May party na sobrang ingay,non-urgent,noise
Group of men arguing loudly,urgent,fights
Nagsasagutan at nag-aaway sa plaza now,urgent,fights
Nawalan ng malay sa school,urgent,medical emergency
Group of men arguing loudly,urgent,fights
Streetlight not working,non-urgent,infrastructure
May sirang poste sa labas ng barangay please,non-urgent,infrastructure
Maingay na motor sa kalsada kaagad,non-urgent,noise
Bridge railing damaged,non-urgent,infrastructure
Burning smell in the neighborhood,urgent,fire emergency
Littering near playground,non-urgent,waste
People fighting outside store,urgent,fights
Nagsisigawan sa kanto,non-urgent,noise
May sugatang tao sa park po,urgent,medical emergency
May butas sa kalsada pls,non-urgent,infrastructure
Maruming paligid sa barangay,non-urgent,waste
Basura nakakalat sa kanto,non-urgent,waste
Violent altercation on street,urgent,fights
"Sunog sa palengke, please respond agad",urgent,fire emergency
Maingay na motor sa kalsada please,non-urgent,noise
Group of men arguing loudly,urgent,fights
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
Fallen signboard on road,non-urgent,infrastructure
Uncollected waste near market.,non-urgent,waste
Fallen signboard on road,non-urgent,infrastructure
Fire at apartment building pls,urgent,fire emergency
Malaking usok sa likod ng simbahan kaagad,urgent,fire emergency
Fallen signboard on road!,non-urgent,infrastructure
May sirang poste sa labas ng barangay kaagad,non-urgent,infrastructure
May rambol sa eskinita,urgent,fights
Burning smell in the neighborhood agad,urgent,fire emergency
Burning smell in the neighborhood,urgent,fire emergency
Overflowing trash bins!,non-urgent,waste
Garbage not collected for days,non-urgent,waste
Loud vehicles passing midnight,non-urgent,noise
May butas sa kalsada,non-urgent,infrastructure
May rambol sa eskinita kaagad,urgent,fights
Nawalan ng malay sa school,urgent,medical emergency
Maingay ang kapitbahay pls,non-urgent,noise
Two men fighting near school,urgent,fights
Bad smell from uncollected garbage po,non-urgent,waste
Road full of potholes!,non-urgent,infrastructure
Bar fight ongoing,urgent,fights
May sugatang tao sa park,urgent,medical emergency
Flames visible near gasoline station now,urgent,fire emergency
Basura sa harap ng bahay,non-urgent,waste
Fire at apartment building,urgent,fire emergency
Fire at apartment building naman,urgent,fire emergency
May sugatang tao sa park please,urgent,medical emergency
Burning smell in the neighborhood please,urgent,fire emergency
Fight reported at the gym kaagad,urgent,fights
Bar fight ongoing pls,urgent,fights
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Person bleeding heavily urgently,urgent,medical emergency
May sirang poste sa labas ng barangay agad,non-urgent,infrastructure
Hindi pa kinukuha ang basura.,non-urgent,waste
Two men fighting near school,urgent,fights
Group of men arguing loudly.,urgent,fights
People fighting outside store urgently,urgent,fights
Road full of potholes,non-urgent,infrastructure
Fallen signboard on road,non-urgent,infrastructure
Nawalan ng malay sa school,urgent,medical emergency
Two men fighting near school,urgent,fights
Trash scattered after fiesta,non-urgent,waste
Garbage not collected for days agad,non-urgent,waste
Need ambulance urgently please,urgent,medical emergency
Loud construction early morning urgently,non-urgent,noise
Littering near playground,non-urgent,waste
Smoke seen from the warehouse please,urgent,fire emergency
Two men fighting near school.,urgent,fights
May sirang poste sa labas ng barangay po,non-urgent,infrastructure
May nagsusuntukan sa kanto now,urgent,fights
Garbage not collected for days.,non-urgent,waste
Need ambulance urgently,urgent,medical emergency
Lubak-lubak ang daan papuntang palengke.,non-urgent,infrastructure
Overflowing trash bins agad,non-urgent,waste
Nawalan ng malay sa school,urgent,medical emergency
Heart attack alert,urgent,medical emergency
Sira ang drainage sa gilid ng daan please,non-urgent,infrastructure
May sirang poste sa labas ng barangay naman,non-urgent,infrastructure
Fire alarm activated at office.,urgent,fire emergency
Heart attack alert,urgent,medical emergency
Maingay na motor sa kalsada,non-urgent,noise
May gulo sa barangay hall,urgent,fights
Violent altercation on street,urgent,fights
Broken road near bridge,non-urgent,infrastructure
Cracked sidewalk near park,non-urgent,infrastructure
Streetlight not working naman,non-urgent,infrastructure
"Sunog sa palengke, please respond naman",urgent,fire emergency
Two men fighting near school po,urgent,fights
Nasusunog ang bahay sa barangay,urgent,fire emergency
May sunog sa tindahan,urgent,fire emergency
May apoy sa gilid ng kalsada please,urgent,fire emergency
Person bleeding heavily please,urgent,medical emergency
May nahimatay sa kalsada,urgent,medical emergency
Flames visible near gasoline station po,urgent,fire emergency
Sumisigaw ng tulong sa kanto please,urgent,medical emergency
Bar fight ongoing agad,urgent,fights
Basura nakakalat sa kanto kaagad,non-urgent,waste
Nagsasagutan at nag-aaway sa plaza please,urgent,fights
Garbage not collected for days,non-urgent,waste
May apoy sa gilid ng kalsada,urgent,fire emergency
Violent altercation on street now,urgent,fights
"Sunog sa palengke, please respond please",urgent,fire emergency
Group of men arguing loudly now,urgent,fights
Basura sa harap ng bahay,non-urgent,waste
Fallen signboard on road,non-urgent,infrastructure
Streetlight not working,non-urgent,infrastructure
Ambulance required at city hall.,urgent,medical emergency
Barking dogs all night,non-urgent,noise
Cracked sidewalk near park,non-urgent,infrastructure
Nagsasagutan at nag-aaway sa plaza po,urgent,fights
Basura nakakalat sa kanto agad,non-urgent,waste
Malaking usok sa likod ng simbahan agad,urgent,fire emergency
Ambulance required at city hall urgently,urgent,medical emergency
Barking dogs all night pls,non-urgent,noise
Nagsasagutan at nag-aaway sa plaza,urgent,fights
May rambol sa eskinita,urgent,fights
Bridge railing damaged pls,non-urgent,infrastructure
May apoy sa gilid ng kalsada,urgent,fire emergency
Flames visible near gasoline station agad,urgent,fire emergency
Uncollected waste near market,non-urgent,waste
Malaking usok sa likod ng simbahan kaagad,urgent,fire emergency
May sunog sa tindahan agad,urgent,fire emergency
"Car accident, please send help agad",urgent,medical emergency
Heart attack alert,urgent,medical emergency
Lubak-lubak ang daan papuntang palengke urgently,non-urgent,infrastructure
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
Garbage not collected for days pls,non-urgent,waste
May nagsusuntukan sa kanto naman,urgent,fights
May gulo sa barangay hall,urgent,fights
May sugatang tao sa park po,urgent,medical emergency
May nahimatay sa kalsada,urgent,medical emergency
Bridge railing damaged,non-urgent,infrastructure
People fighting outside store,urgent,fights
Fire alarm activated at office,urgent,fire emergency
Littering near playground,non-urgent,waste
Burning smell in the neighborhood now,urgent,fire emergency
"Car accident, please send help",urgent,medical emergency
Sumisigaw ng tulong sa kanto urgently,urgent,medical emergency
Burning smell in the neighborhood pls,urgent,fire emergency
Maruming paligid sa barangay,non-urgent,waste
Basura sa harap ng bahay,non-urgent,waste
Trash scattered after fiesta po,non-urgent,waste
Bad smell from uncollected garbage.,non-urgent,waste
Fire alarm activated at office,urgent,fire emergency
Sira ang drainage sa gilid ng daan now,non-urgent,infrastructure
Bridge railing damaged,non-urgent,infrastructure
Burning smell in the neighborhood,urgent,fire emergency
Injury accident at intersection,urgent,medical emergency
May butas sa kalsada now,non-urgent,infrastructure
Bridge railing damaged now,non-urgent,infrastructure
"Car accident, please send help urgently",urgent,medical emergency
Maingay ang kapitbahay,non-urgent,noise
Broken road near bridge!,non-urgent,infrastructure
Overflowing trash bins po,non-urgent,waste
May sunog sa tindahan,urgent,fire emergency
Maingay ang kapitbahay.,non-urgent,noise
Nasusunog ang bahay sa barangay.,urgent,fire emergency
Bad smell from uncollected garbage,non-urgent,waste
People fighting outside store,urgent,fights
Garbage not collected for days,non-urgent,waste
Loud vehicles passing midnight,non-urgent,noise
Violent altercation on street,urgent,fights
Maruming paligid sa barangay,non-urgent,waste
Heart attack alert,urgent,medical emergency
Barking dogs all night pls,non-urgent,noise
May gulo sa barangay hall,urgent,fights
Maingay na motor sa kalsada po,non-urgent,noise
Injury accident at intersection po,urgent,medical emergency
"Car accident, please send help now",urgent,medical emergency
Hindi pa kinukuha ang basura,non-urgent,waste
May sunog sa tindahan,urgent,fire emergency
Littering near playground please,non-urgent,waste
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
May nahimatay sa kalsada now,urgent,medical emergency
Nawalan ng malay sa school,urgent,medical emergency
Maingay na motor sa kalsada!,non-urgent,noise
Fight reported at the gym,urgent,fights
May rambol sa eskinita agad,urgent,fights
Road full of potholes,non-urgent,infrastructure
Malaking usok sa likod ng simbahan,urgent,fire emergency
Hindi pa kinukuha ang basura,non-urgent,waste
Overflowing trash bins,non-urgent,waste
Flames visible near gasoline station,urgent,fire emergency
Bad smell from uncollected garbage urgently,non-urgent,waste
Fire at apartment building now,urgent,fire emergency
Garbage not collected for days agad,non-urgent,waste
Bridge railing damaged!,non-urgent,infrastructure
Road full of potholes,non-urgent,infrastructure
Nagsisigawan sa kanto urgently,non-urgent,noise
Loud construction early morning,non-urgent,noise
Basura nakakalat sa kanto,non-urgent,waste
May sirang poste sa labas ng barangay,non-urgent,infrastructure
Trash scattered after fiesta,non-urgent,waste
May rambol sa eskinita now,urgent,fights
May party na sobrang ingay kaagad,non-urgent,noise
Heart attack alert,urgent,medical emergency
Too much noise from karaoke!,non-urgent,noise
May gulo sa barangay hall,urgent,fights
May party na sobrang ingay.,non-urgent,noise
Cracked sidewalk near park,non-urgent,infrastructure
Bar fight ongoing,urgent,fights
Loud music at night,non-urgent,noise
Uncollected waste near market agad,non-urgent,waste
Group of men arguing loudly now,urgent,fights
May gulo sa barangay hall kaagad,urgent,fights
May nahimatay sa kalsada please,urgent,medical emergency
Garbage not collected for days,non-urgent,waste
Littering near playground,non-urgent,waste
"Sunog sa palengke, please respond naman",urgent,fire emergency
Broken road near bridge,non-urgent,infrastructure
May sirang poste sa labas ng barangay please,non-urgent,infrastructure
Garbage not collected for days po,non-urgent,waste
May sugatang tao sa park,urgent,medical emergency
Nagsisigawan sa kanto,non-urgent,noise
Maingay na motor sa kalsada,non-urgent,noise
Uncollected waste near market please,non-urgent,waste
Malaking usok sa likod ng simbahan now,urgent,fire emergency
Garbage not collected for days,non-urgent,waste
Barking dogs all night,non-urgent,noise
May butas sa kalsada naman,non-urgent,infrastructure
Injury accident at intersection kaagad,urgent,medical emergency
Person bleeding heavily po,urgent,medical emergency
Smoke seen from the warehouse,urgent,fire emergency
Bridge railing damaged,non-urgent,infrastructure
Sumisigaw ng tulong sa kanto please,urgent,medical emergency
Overflowing trash bins,non-urgent,waste
Too much noise from karaoke urgently,non-urgent,noise
Sira ang drainage sa gilid ng daan naman,non-urgent,infrastructure
Basura nakakalat sa kanto.,non-urgent,waste
Ambulance required at city hall,urgent,medical emergency
Two men fighting near school,urgent,fights
Basura nakakalat sa kanto,non-urgent,waste
Road full of potholes,non-urgent,infrastructure
May sunog sa tindahan po,urgent,fire emergency
Loud vehicles passing midnight,non-urgent,noise
Nawalan ng malay sa school,urgent,medical emergency
May butas sa kalsada po,non-urgent,infrastructure
Violent altercation on street kaagad,urgent,fights
Bad smell from uncollected garbage,non-urgent,waste
May rambol sa eskinita,urgent,fights
May party na sobrang ingay!,non-urgent,noise
Basura nakakalat sa kanto,non-urgent,waste
Nasusunog ang bahay sa barangay,urgent,fire emergency
Sumisigaw ng tulong sa kanto,urgent,medical emergency
Uncollected waste near market,non-urgent,waste
Basura sa harap ng bahay pls,non-urgent,waste
Ambulance required at city hall pls,urgent,medical emergency
Barking dogs all night urgently,non-urgent,noise
Streetlight not working,non-urgent,infrastructure
May party na sobrang ingay urgently,non-urgent,noise
May nahimatay sa kalsada,urgent,medical emergency
Flames visible near gasoline station,urgent,fire emergency
Littering near playground,non-urgent,waste
May apoy sa gilid ng kalsada,urgent,fire emergency
May nagsusuntukan sa kanto pls,urgent,fights
Littering near playground,non-urgent,waste
Flames visible near gasoline station!,urgent,fire emergency
Overflowing trash bins now,non-urgent,waste
Nagsasagutan at nag-aaway sa plaza,urgent,fights
Nasusunog ang bahay sa barangay now,urgent,fire emergency
Loud construction early morning,non-urgent,noise
Littering near playground,non-urgent,waste
Road full of potholes urgently,non-urgent,infrastructure
"Car accident, please send help!",urgent,medical emergency
Hindi pa kinukuha ang basura,non-urgent,waste
Road full of potholes now,non-urgent,infrastructure
May apoy sa gilid ng kalsada pls,urgent,fire emergency
People fighting outside store,urgent,fights
Maruming paligid sa barangay,non-urgent,waste
May sunog sa tindahan naman,urgent,fire emergency
Hindi pa kinukuha ang basura pls,non-urgent,waste
Road full of potholes pls,non-urgent,infrastructure
Malaking usok sa likod ng simbahan naman,urgent,fire emergency
Road full of potholes now,non-urgent,infrastructure
May sugatang tao sa park please,urgent,medical emergency
Bridge railing damaged,non-urgent,infrastructure
Lubak-lubak ang daan papuntang palengke,non-urgent,infrastructure
Fire at apartment building please,urgent,fire emergency
Person bleeding heavily please,urgent,medical emergency
Two men fighting near school,urgent,fights
Loud music at night,non-urgent,noise
May nagsusuntukan sa kanto,urgent,fights
"Car accident, please send help.",urgent,medical emergency
Loud vehicles passing midnight po,non-urgent,noise
May gulo sa barangay hall,urgent,fights
Ambulance required at city hall,urgent,medical emergency
May sugatang tao sa park urgently,urgent,medical emergency
Maruming paligid sa barangay!,non-urgent,waste
Smoke seen from the warehouse,urgent,fire emergency
"Car accident, please send help",urgent,medical emergency
Lubak-lubak ang daan papuntang palengke kaagad,non-urgent,infrastructure
Injury accident at intersection po,urgent,medical emergency
Maingay na motor sa kalsada,non-urgent,noise
Bar fight ongoing,urgent,fights
May sugatang tao sa park naman,urgent,medical emergency
Too much noise from karaoke kaagad,non-urgent,noise
Maingay ang kapitbahay,non-urgent,noise
Littering near playground,non-urgent,waste
Two men fighting near school,urgent,fights
Barking dogs all night!,non-urgent,noise
Basura sa harap ng bahay.,non-urgent,waste
Streetlight not working,non-urgent,infrastructure
Karaoke noise disturbing residents urgently,non-urgent,noise
Nagsisigawan sa kanto!,non-urgent,noise
Fire alarm activated at office,urgent,fire emergency
Trash scattered after fiesta,non-urgent,waste
Hindi pa kinukuha ang basura,non-urgent,waste
Fight reported at the gym,urgent,fights
Barking dogs all night urgently,non-urgent,noise
